sex,row_number,liters_drunk,age,drink,check_number,label
0,100.0,3,60,Water,7646,0
1,37.0,2,20,Fanta,8604,1
1,53.0,1,46,Beerbeer,1563,1
1,62.0,0,33,Bugbeer,1231,1
1,93.0,5,32,Strong beer,9023,1
1,7.0,3,80,Beerbeer,6631,1
1,39.0,3,70,Bugbeer,3117,1
1,94.0,4,78,Fanta,4103,0
1,88.0,4,35,Strong beer,8834,1
0,13.0,4,71,Bugbeer,2298,0
1,90.0,0,80,Strong beer,1400,0
0,56.0,1,21,Cola,5427,0
0,67.0,2,61,Cola,8084,1
0,24.0,1,25,Bugbeer,491,1
0,20.0,4,38,Water,1127,1
0,89.0,2,21,Fanta,4352,0
0,16.0,5,58,Strong beer,1395,0
0,1.0,5,43,Bugbeer,9272,1
0,11.0,3,31,Fanta,7736,0
1,85.0,4,43,Fanta,711,1
1,58.0,3,10,Fanta,116,1
1,85.0,3,29,Cola,1822,1
1,55.0,2,32,Beerbeer,2630,0
1,90.0,1,30,Cola,5895,1
0,67.0,2,51,Beerbeer,732,0
0,66.0,1,51,Water,4970,0
1,58.0,5,58,Beerbeer,5286,1
1,56.0,4,46,Strong beer,8826,1
0,40.0,5,80,Fanta,4265,1
0,41.0,1,36,Strong beer,560,0
0,66.0,0,50,Strong beer,915,0
1,16.0,2,67,Cola,3082,1
0,93.0,5,59,Beerbeer,8905,0
0,59.0,0,64,Beerbeer,1715,1
1,45.0,4,20,Cola,5774,1
0,46.0,2,38,Bugbeer,8203,0
1,47.0,0,34,Water,1204,1
1,42.0,2,16,Fanta,6716,1
1,100.0,2,28,Beerbeer,1838,0
1,60.0,2,77,Water,2768,0
1,18.0,5,48,Fanta,6704,1
1,33.0,3,33,Cola,8011,0
0,2.0,4,12,Cola,2879,1
0,8.0,3,50,Water,9874,1
1,100.0,0,41,Beerbeer,2244,1
1,89.0,4,23,Beerbeer,5220,1
1,100.0,1,79,Cola,2228,0
1,28.0,2,13,Water,9047,0
1,34.0,1,73,Beerbeer,2212,0
0,73.0,1,12,Fanta,1996,1
0,89.0,1,18,Water,1548,1
0,11.0,0,43,Beerbeer,8018,0
0,69.0,1,50,Strong beer,4145,0
0,23.0,5,46,Cola,2493,0
0,16.0,2,42,Beerbeer,7454,0
0,8.0,2,34,Beerbeer,2230,1
0,29.0,3,76,Bugbeer,8380,1
1,56.0,4,31,Fanta,52,1
0,28.0,2,30,Bugbeer,3346,1
0,28.0,1,23,Beerbeer,5921,1
0,17.0,4,49,Strong beer,5423,1
1,96.0,2,44,Cola,8354,0
1,67.0,1,44,Fanta,2886,0
0,35.0,0,69,Bugbeer,8021,0
1,70.0,3,73,Cola,4734,0
0,19.0,2,30,Fanta,9579,0
1,100.0,3,24,Strong beer,3474,1
1,99.0,0,74,Fanta,483,1
1,61.0,2,55,Beerbeer,7712,1
0,23.0,4,30,Water,3381,0
1,73.0,2,67,Water,9922,1
1,3.0,1,35,Cola,8614,1
0,89.0,5,31,Strong beer,8963,1
0,11.0,4,80,Strong beer,8698,0
0,53.0,2,37,Water,6915,0
1,12.0,0,80,Beerbeer,6876,1
0,23.0,4,60,Bugbeer,3108,1
0,28.0,3,52,Fanta,826,0
0,70.0,3,57,Fanta,4554,0
0,89.0,0,42,Cola,4864,0
0,52.0,2,13,Fanta,4586,0
0,64.0,1,36,Strong beer,2665,1
1,12.0,0,75,Beerbeer,1163,0
1,66.0,4,21,Water,9077,0
0,13.0,0,14,Water,5631,1
1,88.0,1,13,Fanta,1036,1
1,5.0,5,69,Strong beer,6013,0
0,34.0,4,33,Water,1002,0
0,35.0,5,79,Fanta,8080,0
1,44.0,4,65,Bugbeer,5519,1
1,100.0,0,32,Strong beer,1878,1
1,45.0,4,33,Water,1415,0
0,75.0,4,72,Bugbeer,5310,0
1,100.0,3,75,Bugbeer,4905,0
1,78.0,0,55,Beerbeer,1408,1
0,64.0,0,43,Fanta,9803,1
1,80.0,4,67,Cola,2939,0
0,100.0,2,32,Fanta,5844,1
0,34.0,2,14,Cola,3885,0
0,55.0,5,76,Bugbeer,3196,0
1,51.0,5,42,Strong beer,20,1
1,10.0,5,34,Bugbeer,3104,1
0,17.0,3,64,Beerbeer,7351,0
1,5.0,2,27,Bugbeer,439,1
1,92.0,4,45,Bugbeer,5126,1
0,74.0,2,47,Strong beer,8925,0
1,38.0,3,10,Water,9085,1
0,95.0,5,15,Cola,3772,1
1,77.0,4,69,Beerbeer,4711,0
1,9.0,3,61,Cola,6793,0
0,12.0,2,63,Bugbeer,3808,0
0,27.0,1,32,Cola,8439,0
0,76.0,5,75,Water,3136,0
0,58.0,3,13,Cola,2162,1
0,79.0,5,60,Strong beer,7866,0
1,81.0,4,36,Water,3262,1
1,63.0,1,33,Beerbeer,5441,0
1,3.0,2,46,Water,176,0
1,10.0,2,72,Fanta,8106,1
0,28.0,1,61,Strong beer,8984,0
1,75.0,3,44,Bugbeer,7030,0
1,66.0,4,35,Bugbeer,8771,1
1,5.0,0,11,Water,202,1
1,78.0,2,18,Water,9656,1
1,38.0,3,78,Bugbeer,5709,1
0,72.0,5,60,Fanta,7620,0
0,83.0,2,33,Beerbeer,9507,0
0,15.0,3,17,Water,3542,0
0,50.0,5,39,Strong beer,9212,1
0,12.0,0,72,Bugbeer,3646,1
1,45.0,1,51,Cola,7203,1
0,32.0,0,25,Strong beer,5673,1
1,49.0,4,25,Fanta,9836,1
1,17.0,4,59,Bugbeer,5731,0
1,81.0,2,63,Beerbeer,7383,0
1,100.0,5,56,Strong beer,2716,0
0,69.0,3,57,Beerbeer,8754,0
1,35.0,2,40,Fanta,9343,0
0,8.0,2,79,Water,6172,1
1,35.0,1,18,Cola,9667,0
0,72.0,5,70,Beerbeer,6605,0
0,91.0,3,63,Water,1196,0
1,73.0,5,70,Strong beer,4947,0
0,100.0,3,75,Bugbeer,9892,0
1,90.0,4,50,Cola,7051,0
1,0.0,2,14,Water,6411,0
1,50.0,3,42,Beerbeer,1223,0
0,23.0,5,25,Fanta,9773,0
0,2.0,2,49,Bugbeer,9985,1
0,79.0,2,19,Cola,3508,0
0,52.0,4,73,Cola,8213,1
1,79.0,5,21,Beerbeer,1040,1
0,54.0,2,57,Bugbeer,700,0
1,28.0,3,62,Beerbeer,4874,0
1,25.0,4,78,Bugbeer,7888,0
1,87.0,2,13,Fanta,5988,0
1,30.0,1,12,Fanta,1116,0
1,33.0,1,43,Beerbeer,6543,0
0,87.0,3,26,Bugbeer,61,1
1,58.0,2,50,Beerbeer,5,1
1,60.0,1,72,Water,6017,0
1,68.0,0,48,Cola,5584,0
0,76.0,4,70,Water,3665,0
0,68.0,1,77,Beerbeer,1622,1
0,74.0,3,43,Strong beer,9179,1
1,55.0,2,42,Bugbeer,5164,0
1,57.0,2,56,Fanta,1484,1
1,34.0,3,56,Beerbeer,5679,0
1,53.0,1,57,Bugbeer,9997,1
0,80.0,2,39,Water,5255,0
0,5.0,0,36,Cola,9886,0
0,87.0,4,47,Bugbeer,1738,1
1,15.0,5,33,Water,756,0
0,100.0,4,16,Cola,9122,1
1,75.0,3,53,Fanta,7023,0
1,64.0,5,44,Bugbeer,407,1
1,74.0,1,71,Bugbeer,21,1
0,6.0,2,18,Cola,6611,1
0,37.0,4,18,Fanta,6453,1
1,11.0,3,54,Bugbeer,3281,0
0,93.0,4,77,Beerbeer,7584,0
1,31.0,3,68,Fanta,6584,1
1,94.0,2,18,Cola,1975,0
1,2.0,5,68,Water,2252,0
1,63.0,3,33,Strong beer,161,1
1,90.0,5,20,Water,7014,1
1,85.0,0,73,Cola,6059,1
0,10.0,1,71,Water,9252,1
0,57.0,2,71,Water,5269,0
0,100.0,4,56,Water,7892,0
1,88.0,1,43,Bugbeer,9723,0
0,67.0,1,55,Beerbeer,5533,0
0,2.0,0,50,Strong beer,1860,1
0,69.0,0,56,Beerbeer,3121,0
0,99.0,0,34,Cola,4466,0
0,57.0,2,39,Bugbeer,4594,0
0,29.0,2,55,Cola,1139,0
1,33.0,1,75,Strong beer,3388,0
0,16.0,3,36,Water,596,1
1,28.0,4,21,Beerbeer,3540,1
1,11.0,2,62,Bugbeer,3083,0
1,44.0,0,76,Bugbeer,9413,1
0,24.0,2,54,Strong beer,1194,1
0,67.0,0,66,Water,5826,0
0,100.0,1,67,Cola,1323,1
1,34.0,2,22,Strong beer,3657,1
1,77.0,1,10,Fanta,8892,0
0,82.0,0,33,Bugbeer,34,0
1,53.0,4,17,Cola,4640,0
0,18.0,3,25,Water,2137,0
0,51.0,2,17,Water,3013,0
1,74.0,1,47,Strong beer,8547,1
1,3.0,5,59,Fanta,2828,1
0,47.0,5,80,Strong beer,6024,0
0,82.0,4,59,Beerbeer,3420,1
0,31.0,3,65,Beerbeer,7332,1
1,100.0,4,65,Beerbeer,608,1
0,88.0,3,16,Fanta,2301,0
0,5.0,1,57,Water,1876,1
0,82.0,4,73,Cola,5356,1
1,13.0,1,20,Cola,9110,0
1,70.0,4,71,Bugbeer,7997,1
0,13.0,5,32,Bugbeer,1437,1
0,30.0,2,61,Strong beer,1798,1
1,58.0,5,27,Strong beer,748,1
0,35.0,0,67,Bugbeer,8824,0
1,28.0,1,71,Bugbeer,614,0
1,50.0,1,14,Fanta,5080,0
1,95.0,5,15,Water,7151,1
1,100.0,3,18,Cola,181,1
0,45.0,5,35,Water,3955,0
0,26.0,1,73,Water,7348,1
1,90.0,5,76,Water,4829,0
0,37.0,2,68,Strong beer,3451,0
0,69.0,4,70,Cola,7468,0
1,10.0,3,72,Fanta,5193,0
1,100.0,3,21,Bugbeer,5246,1
1,65.0,2,49,Water,5562,0
1,4.0,5,43,Fanta,9742,1
1,1.0,3,24,Cola,8316,0
1,43.0,1,42,Fanta,7745,1
0,75.0,5,72,Cola,5569,1
1,85.0,1,27,Strong beer,396,0
0,33.0,2,79,Bugbeer,3304,0
1,48.0,4,69,Cola,7568,0
1,89.0,2,40,Beerbeer,5138,0
1,52.0,5,73,Water,3677,0
0,95.0,3,46,Beerbeer,2178,1
1,26.0,1,38,Cola,6220,1
1,12.0,3,59,Bugbeer,3113,0
0,70.0,2,57,Water,9806,1
0,78.0,5,16,Water,9124,1
0,94.0,1,41,Cola,4707,1
0,29.0,3,73,Bugbeer,5737,1
1,61.0,0,40,Water,4411,0
0,42.0,3,77,Fanta,3316,1
0,36.0,1,76,Fanta,3769,1
1,40.0,1,23,Cola,2482,1
1,33.0,4,38,Beerbeer,6431,1
1,92.0,4,17,Cola,1579,0
1,80.0,3,20,Water,9068,0
0,39.0,5,12,Fanta,291,1
1,3.0,3,25,Bugbeer,8160,1
0,29.0,2,17,Cola,4067,0
0,1.0,3,58,Bugbeer,6847,0
0,27.0,0,36,Cola,5198,1
0,85.0,2,37,Strong beer,5059,1
0,77.0,2,50,Bugbeer,481,0
0,64.0,2,46,Cola,5358,1
1,42.0,2,79,Bugbeer,2626,0
1,43.0,0,72,Strong beer,4093,1
0,48.0,2,11,Water,4819,1
1,82.0,1,23,Cola,4486,1
1,20.0,0,23,Beerbeer,9738,1
1,100.0,1,56,Strong beer,7980,0
1,95.0,5,46,Water,4660,1
1,18.0,5,66,Water,436,1
0,75.0,3,45,Cola,5029,1
0,56.0,4,38,Beerbeer,646,1
1,20.0,0,38,Cola,2307,1
0,62.0,4,51,Cola,1373,1
1,89.0,4,13,Cola,3603,1
0,91.0,0,51,Cola,3210,1
1,12.0,0,31,Fanta,3635,1
1,41.0,5,61,Strong beer,3962,1
0,25.0,3,21,Strong beer,4224,1
0,72.0,2,31,Fanta,8837,1
0,6.0,1,61,Fanta,3625,0
1,6.0,2,53,Water,1932,0
0,62.0,1,72,Cola,9278,1
0,56.0,1,59,Fanta,9447,1
0,40.0,2,23,Beerbeer,7996,0
1,48.0,0,78,Cola,9281,0
1,19.0,4,66,Bugbeer,3312,1
1,2.0,1,44,Beerbeer,1488,1
1,20.0,2,18,Cola,277,1
1,55.0,5,34,Water,5197,0
0,44.0,2,61,Beerbeer,3883,0
0,79.0,3,75,Beerbeer,6035,1
1,97.0,5,39,Beerbeer,157,1
0,46.0,3,52,Beerbeer,2991,0
0,72.0,4,40,Bugbeer,3589,1
1,59.0,3,36,Strong beer,8655,1
1,88.0,0,31,Bugbeer,5504,1
1,53.0,1,32,Bugbeer,2164,1
1,75.0,0,17,Water,4972,0
0,69.0,0,19,Cola,7420,1
0,57.0,5,55,Strong beer,6021,0
0,16.0,4,37,Water,3809,1
0,94.0,1,25,Strong beer,3413,1
0,90.0,5,78,Beerbeer,9678,1
0,71.0,1,78,Strong beer,1504,1
0,65.0,5,34,Cola,4284,1
0,79.0,3,30,Bugbeer,2898,1
0,61.0,0,37,Beerbeer,227,0
1,13.0,3,66,Beerbeer,1296,0
0,22.0,4,35,Cola,144,1
1,52.0,4,60,Bugbeer,3659,1
0,21.0,4,29,Bugbeer,2782,1
0,85.0,3,63,Water,7450,0
0,30.0,1,62,Water,5326,0
0,71.0,2,68,Beerbeer,4314,1
1,100.0,0,50,Beerbeer,8700,0
1,44.0,0,65,Beerbeer,8502,1
1,96.0,4,60,Fanta,3219,1
0,46.0,3,38,Strong beer,7477,1
1,43.0,5,24,Bugbeer,1507,1
0,10.0,3,10,Fanta,6266,1
1,93.0,5,50,Strong beer,54,1
0,60.0,1,22,Water,2282,0
1,18.0,3,69,Beerbeer,2558,0
1,46.0,2,40,Water,7725,1
1,28.0,2,46,Water,5909,0
0,12.0,0,20,Fanta,6901,1
0,59.0,0,66,Beerbeer,2549,0
0,88.0,3,28,Fanta,7570,0
0,97.0,4,73,Water,8626,0
0,58.0,1,79,Water,9061,1
1,92.0,4,23,Bugbeer,2979,1
0,39.0,5,32,Cola,2194,0
0,72.0,3,30,Bugbeer,170,0
1,14.0,4,59,Cola,3415,1
0,75.0,4,42,Fanta,7518,1
1,29.0,2,34,Bugbeer,9538,0
1,34.0,1,31,Bugbeer,3155,1
0,55.0,2,75,Strong beer,6782,0
1,51.0,1,30,Strong beer,4027,0
0,28.0,0,41,Fanta,4019,0
0,34.0,4,39,Cola,8208,1
0,80.0,5,35,Fanta,4587,1
1,49.0,3,46,Fanta,3043,0
1,40.0,0,37,Water,8810,1
1,87.0,2,75,Water,4546,1
1,91.0,5,58,Water,5557,1
1,17.0,0,57,Water,4302,0
1,81.0,0,65,Water,2273,1
0,49.0,1,46,Fanta,2487,1
0,100.0,4,11,Water,5613,1
1,33.0,2,70,Beerbeer,9679,1
1,0.0,5,34,Beerbeer,8378,1
1,36.0,0,52,Water,8473,0
0,71.0,3,74,Beerbeer,7597,1
0,99.0,4,48,Water,9173,1
1,27.0,1,54,Fanta,4565,1
1,3.0,4,42,Water,8923,1
1,83.0,4,17,Cola,8759,1
1,64.0,4,35,Strong beer,7248,1
1,79.0,2,23,Strong beer,9476,0
1,54.0,5,23,Cola,1074,0
0,82.0,1,59,Water,1814,0
0,22.0,2,80,Fanta,875,0
0,70.0,1,68,Beerbeer,3325,0
1,56.0,0,24,Strong beer,1186,1
0,21.0,3,50,Strong beer,2755,1
1,43.0,3,43,Beerbeer,9936,1
1,63.0,2,31,Cola,1432,0
0,71.0,2,27,Bugbeer,6715,1
1,52.0,1,17,Cola,2259,0
0,40.0,2,21,Bugbeer,7799,1
1,3.0,0,41,Water,5231,1
0,18.0,2,11,Cola,2730,0
1,73.0,4,20,Cola,6093,0
1,85.0,1,57,Strong beer,2927,1
0,60.0,4,12,Cola,8866,1
0,68.0,0,21,Strong beer,1778,1
1,46.0,2,31,Water,6785,0
0,40.0,2,75,Strong beer,4475,1
1,38.0,3,25,Strong beer,3667,1
0,55.0,2,15,Water,528,0
1,68.0,1,43,Bugbeer,8806,0
0,46.0,0,50,Strong beer,2291,1
0,6.0,0,33,Cola,2057,0
1,0.0,1,49,Beerbeer,13,0
1,41.0,4,77,Strong beer,4747,1
0,100.0,2,24,Fanta,6553,1
1,9.0,4,34,Fanta,3706,1
1,23.0,1,53,Fanta,8606,1
1,44.0,0,49,Fanta,9462,0
1,13.0,3,78,Water,2711,0
1,49.0,5,63,Beerbeer,6192,1
0,77.0,0,54,Beerbeer,2255,1
0,41.0,0,15,Fanta,8225,1
0,78.0,0,65,Bugbeer,2354,0
0,6.0,2,39,Cola,8696,1
1,91.0,2,77,Strong beer,7576,0
0,14.0,2,53,Fanta,2188,1
1,6.0,2,31,Fanta,5874,0
0,100.0,3,21,Strong beer,2725,0
0,59.0,2,35,Beerbeer,663,0
1,17.0,1,62,Water,7853,0
1,81.0,5,35,Beerbeer,8739,1
0,22.0,4,33,Fanta,6499,1
0,80.0,0,68,Bugbeer,5194,1
0,10.0,4,58,Bugbeer,847,0
0,100.0,4,45,Beerbeer,4536,1
0,46.0,0,36,Strong beer,6317,1
0,50.0,3,73,Strong beer,7130,1
0,20.0,5,70,Beerbeer,7103,1
0,34.0,2,70,Cola,8000,1
1,83.0,2,71,Water,9574,0
0,44.0,5,42,Beerbeer,2821,1
1,51.0,2,48,Water,6696,1
0,35.0,5,71,Bugbeer,2450,1
0,33.0,0,19,Cola,3544,0
1,91.0,4,76,Bugbeer,1514,1
0,62.0,2,12,Water,7523,1
0,83.0,0,79,Cola,6352,1
0,93.0,3,58,Bugbeer,2089,0
1,62.0,2,63,Beerbeer,7848,0
1,5.0,2,69,Bugbeer,2381,1
0,32.0,1,21,Bugbeer,390,0
0,5.0,2,44,Strong beer,73,1
1,79.0,3,14,Cola,6508,1
1,21.0,1,43,Water,2881,1
0,14.0,5,75,Cola,802,0
1,94.0,2,68,Water,3093,0
0,100.0,3,49,Strong beer,2533,0
0,7.0,2,53,Beerbeer,545,1
0,46.0,0,57,Bugbeer,6022,0
0,100.0,2,23,Fanta,5171,0
0,15.0,1,53,Fanta,7900,0
0,3.0,2,39,Beerbeer,2020,1
0,40.0,2,24,Bugbeer,167,0
1,33.0,1,26,Water,4356,1
1,20.0,0,57,Cola,3763,0
0,55.0,0,40,Bugbeer,3691,0
0,28.0,3,17,Cola,1752,1
1,36.0,1,79,Water,3347,1
0,79.0,4,30,Water,9347,0
1,25.0,4,22,Bugbeer,6276,1
1,76.0,2,14,Water,6816,1
0,31.0,0,49,Bugbeer,3191,1
1,58.0,2,24,Cola,5739,1
0,77.0,0,71,Bugbeer,1874,1
1,55.0,2,27,Strong beer,2202,1
1,20.0,1,72,Strong beer,6737,1
1,18.0,5,21,Water,3531,1
0,83.0,1,45,Water,6398,0
0,91.0,5,58,Water,6384,1
0,85.0,3,58,Beerbeer,3656,1
0,64.0,3,70,Strong beer,1882,1
0,27.0,1,13,Fanta,1717,1
0,35.0,0,25,Beerbeer,6678,1
1,33.0,1,13,Fanta,8320,1
1,83.0,2,44,Beerbeer,3863,0
0,67.0,5,18,Water,7899,1
0,50.0,0,11,Water,2771,1
1,98.0,2,78,Beerbeer,5891,1
1,94.0,2,52,Water,8630,0
0,98.0,0,28,Strong beer,4428,0
0,55.0,2,33,Fanta,4644,0
0,25.0,4,23,Fanta,4675,0
0,100.0,4,38,Cola,8243,1
0,54.0,2,57,Strong beer,7995,1
0,49.0,2,26,Water,236,1
1,100.0,3,20,Cola,4541,1
1,52.0,0,20,Cola,9881,1
0,95.0,3,34,Beerbeer,6646,1
0,26.0,2,46,Beerbeer,2883,1
0,55.0,0,71,Strong beer,4020,1
1,94.0,3,17,Cola,4824,1
1,79.0,0,53,Bugbeer,6525,0
1,73.0,2,11,Fanta,5794,1
0,58.0,0,57,Beerbeer,753,1
1,0.0,2,34,Fanta,4573,1
1,99.0,3,35,Beerbeer,4651,1
0,55.0,2,35,Fanta,6637,1
1,52.0,3,51,Strong beer,5699,1
0,28.0,0,27,Fanta,9379,1
1,7.0,4,11,Cola,3712,1
1,100.0,3,64,Fanta,1063,1
0,31.0,5,75,Fanta,5846,1
0,14.0,1,19,Water,2772,1
1,49.0,0,30,Beerbeer,4181,0
0,87.0,2,60,Beerbeer,5730,0
1,41.0,3,30,Bugbeer,2753,1
0,27.0,0,50,Water,9521,1
0,52.0,5,50,Bugbeer,8941,0
1,60.0,4,62,Beerbeer,4225,0
1,72.0,0,55,Water,8523,1
1,67.0,1,37,Beerbeer,2664,1
0,43.0,2,20,Water,9027,1
1,86.0,3,62,Fanta,8927,1
1,13.0,3,77,Water,9200,0
1,25.0,5,65,Bugbeer,708,0
1,99.0,1,44,Fanta,3001,1
0,56.0,4,29,Fanta,3957,1
0,30.0,2,24,Water,9913,0
1,82.0,2,57,Strong beer,6929,1
1,100.0,2,31,Beerbeer,2747,1
0,42.0,4,56,Water,9681,0
0,97.0,1,21,Fanta,3152,0
1,86.0,1,14,Water,3128,1
0,7.0,0,25,Fanta,6332,0
0,4.0,5,39,Bugbeer,3147,1
1,98.0,2,67,Bugbeer,2589,1
0,28.0,3,41,Bugbeer,9650,1
0,20.0,1,80,Bugbeer,3034,1
0,59.0,4,29,Strong beer,6067,1
1,16.0,0,14,Fanta,2143,1
0,58.0,2,12,Cola,747,1
1,100.0,1,19,Water,5621,1
1,48.0,5,78,Bugbeer,779,1
1,9.0,0,58,Strong beer,7770,1
0,5.0,1,11,Fanta,6850,1
1,99.0,0,30,Beerbeer,4417,0
1,63.0,4,20,Cola,5090,1
0,70.0,1,47,Water,820,0
0,92.0,3,66,Fanta,8448,1
1,93.0,2,18,Water,3242,1
0,0.0,1,76,Fanta,8261,1
0,1.0,3,61,Strong beer,1046,1
0,82.0,1,18,Water,6635,0
0,24.0,1,12,Cola,3915,1
0,15.0,4,40,Bugbeer,557,1
0,19.0,1,31,Water,1259,1
1,56.0,2,34,Fanta,8616,0
0,94.0,0,39,Bugbeer,1700,1
1,85.0,5,33,Water,7129,1
1,2.0,1,44,Strong beer,4833,1
0,41.0,2,27,Bugbeer,5769,0
0,69.0,2,72,Cola,6853,1
1,16.0,4,42,Fanta,577,1
1,11.0,2,68,Beerbeer,4564,0
0,1.0,5,70,Strong beer,5729,0
0,39.0,5,65,Cola,18,0
0,59.0,2,30,Strong beer,8843,1
0,94.0,2,42,Fanta,5010,0
1,76.0,4,73,Bugbeer,5191,0
1,64.0,2,50,Fanta,3504,0
0,51.0,0,46,Beerbeer,9725,0
1,68.0,4,64,Strong beer,6758,0
1,4.0,2,79,Strong beer,6049,0
0,44.0,1,71,Fanta,6209,1
1,47.0,2,43,Beerbeer,3725,1
0,99.0,4,14,Water,5893,1
0,34.0,3,74,Bugbeer,6173,1
0,74.0,1,44,Strong beer,7609,0
0,10.0,1,48,Bugbeer,612,0
1,35.0,2,28,Water,7120,1
1,44.0,1,24,Strong beer,4876,1
0,70.0,2,63,Beerbeer,5411,0
0,78.0,4,66,Fanta,6493,0
0,32.0,3,22,Water,8955,0
0,32.0,2,17,Fanta,2990,0
0,42.0,2,55,Strong beer,2131,0
1,46.0,4,56,Strong beer,53,1
0,42.0,1,77,Beerbeer,7947,0
0,69.0,0,78,Strong beer,9512,0
1,49.0,4,16,Cola,2153,1
0,78.0,2,62,Beerbeer,6509,0
1,34.0,0,72,Fanta,1990,0
0,10.0,5,33,Cola,8193,1
1,38.0,3,31,Fanta,2650,1
0,48.0,3,34,Cola,8578,1
0,25.0,5,30,Cola,4647,1
1,2.0,0,25,Cola,674,1
1,52.0,5,65,Bugbeer,7945,1
0,72.0,5,25,Cola,5698,1
0,58.0,5,69,Bugbeer,1758,0
1,76.0,5,78,Water,7177,1
0,80.0,4,10,Fanta,3006,0
1,1.0,2,66,Strong beer,4514,1
0,100.0,5,46,Strong beer,7072,1
1,67.0,0,62,Bugbeer,9813,1
1,100.0,4,53,Bugbeer,6947,1
0,60.0,3,57,Strong beer,9244,1
0,24.0,0,48,Fanta,5152,1
0,68.0,3,14,Fanta,6399,1
1,44.0,3,13,Cola,5062,0
0,95.0,3,10,Water,182,0
1,85.0,1,62,Strong beer,449,0
0,43.0,4,39,Water,1153,0
1,99.0,0,49,Strong beer,3271,0
0,94.0,5,58,Water,6772,1
0,2.0,0,76,Bugbeer,4664,1
0,89.0,3,26,Strong beer,1505,1
0,68.0,4,17,Fanta,635,1
0,93.0,0,59,Fanta,2557,1
0,51.0,0,16,Fanta,5854,0
1,5.0,2,63,Beerbeer,7447,1
0,72.0,4,79,Bugbeer,2373,1
0,97.0,3,66,Bugbeer,9210,1
0,9.0,0,33,Bugbeer,555,1
0,59.0,3,55,Water,2051,0
0,52.0,2,69,Cola,6300,1
1,3.0,3,47,Cola,3968,1
0,31.0,4,13,Fanta,4902,1
0,54.0,0,63,Strong beer,4360,0
0,3.0,5,38,Beerbeer,5389,1
1,64.0,2,46,Beerbeer,1783,0
0,72.0,0,55,Fanta,8720,1
1,63.0,0,33,Fanta,1027,1
0,34.0,5,65,Water,8579,1
1,50.0,0,30,Fanta,5140,0
1,6.0,5,43,Beerbeer,6882,1
1,36.0,2,37,Water,503,1
1,16.0,4,38,Bugbeer,1082,1
1,34.0,5,43,Water,610,0
1,9.0,0,76,Fanta,3314,1
1,47.0,2,23,Beerbeer,9073,1
1,82.0,5,56,Bugbeer,6401,0
1,73.0,3,19,Fanta,1609,1
1,68.0,1,50,Water,2060,1
1,61.0,4,43,Beerbeer,1706,1
1,67.0,4,11,Water,3825,1
0,88.0,3,27,Strong beer,1813,0
1,28.0,3,26,Fanta,8570,1
0,93.0,2,20,Cola,4118,1
1,87.0,4,65,Strong beer,3496,0
0,50.0,1,30,Cola,5905,1
1,100.0,1,46,Fanta,2696,0
1,7.0,4,38,Bugbeer,677,1
0,45.0,4,51,Bugbeer,2486,0
1,38.0,5,23,Fanta,9730,0
1,64.0,1,42,Fanta,1537,0
0,99.0,1,50,Fanta,6516,1
1,76.0,1,23,Strong beer,5757,0
0,37.0,4,37,Strong beer,8997,1
0,41.0,2,79,Cola,1470,0
0,59.0,4,74,Cola,6679,0
0,36.0,0,12,Cola,3098,0
0,56.0,4,10,Water,1406,1
0,29.0,1,50,Bugbeer,8794,1
0,61.0,3,45,Cola,6645,0
1,80.0,2,43,Beerbeer,8411,0
1,21.0,1,62,Fanta,803,1
1,75.0,3,38,Fanta,9235,1
0,20.0,2,52,Fanta,4416,0
1,53.0,0,25,Fanta,9294,0
1,19.0,3,71,Cola,7713,1
0,67.0,3,36,Strong beer,174,0
0,81.0,2,68,Fanta,9130,1
0,66.0,0,45,Bugbeer,9266,1
0,68.0,2,45,Strong beer,5470,1
1,70.0,2,76,Water,5770,1
0,13.0,5,39,Fanta,7772,1
1,10.0,1,72,Cola,6061,1
0,49.0,1,72,Bugbeer,5956,0
0,96.0,1,53,Strong beer,5778,0
0,61.0,1,24,Bugbeer,4101,0
1,33.0,0,35,Fanta,5653,1
0,32.0,2,63,Strong beer,9230,1
0,17.0,1,73,Beerbeer,944,0
0,67.0,1,56,Strong beer,4655,1
0,8.0,2,17,Water,9842,1
0,44.0,4,30,Beerbeer,4624,1
1,75.0,0,13,Fanta,5153,1
0,54.0,3,47,Beerbeer,6558,0
0,1.0,0,56,Cola,9885,0
1,99.0,3,41,Strong beer,4289,0
0,100.0,0,46,Water,4235,0
0,6.0,4,28,Fanta,4313,1
0,12.0,3,10,Water,9479,0
1,75.0,3,59,Fanta,5224,1
0,16.0,1,28,Water,3965,1
0,25.0,1,36,Bugbeer,6697,0
1,9.0,3,64,Bugbeer,6449,0
0,0.0,5,18,Water,2474,1
0,60.0,5,59,Fanta,9305,1
1,11.0,1,59,Cola,3899,1
0,35.0,4,27,Water,5955,1
1,100.0,2,53,Water,5628,1
0,95.0,0,26,Strong beer,7688,0
0,41.0,3,25,Water,9175,0
1,8.0,2,37,Cola,675,1
0,2.0,4,67,Strong beer,2320,1
0,91.0,0,14,Fanta,979,0
1,15.0,2,39,Cola,2996,0
0,13.0,4,22,Water,9057,1
1,64.0,5,37,Bugbeer,1954,1
1,83.0,1,35,Strong beer,8085,0
0,37.0,2,46,Water,9322,1
0,20.0,4,37,Strong beer,893,1
